t,varpos_strict,polymorphism,n_genotypes
11.904761904761902,2,0.019050018985005766,5972
12.904761904761902,2,0.018844888328,5882
13.904761904761902,2,0.018512767144,5759
14.904761904761902,2,0.0175577582,5684
15.904761904761902,2,0.015791608928000002,5540
16.9047619047619,2,0.014103969688,5168
17.9047619047619,2,0.013201223248,4674
18.9047619047619,2,0.013293618327999997,4277
19.9047619047619,2,0.013966983399999999,3659
20.9047619047619,2,0.014993077592,3924
21.9047619047619,2,0.016153126088,4356
22.9047619047619,2,0.017610688120000002,4675
23.9047619047619,2,0.019193390799999998,4681
24.9047619047619,2,0.020907463296,4960
25.9047619047619,2,0.022395101224,5682
26.9047619047619,2,0.024120141496,6072
27.9047619047619,2,0.025544167415999998,6074
28.9047619047619,2,0.027078867127999996,6756
29.9047619047619,2,0.028639443879999997,7432
30.9047619047619,2,0.030353009064,7336
31.9047619047619,2,0.03202471296,7475
32.9047619047619,2,0.033477113232000005,7867
33.9047619047619,2,0.034903127783999996,8802
34.9047619047619,3,0.03496910398308343,8803
35.9047619047619,3,0.03642843672,9105
36.9047619047619,3,0.03800084948,8976
37.9047619047619,3,0.039474085895999995,9151
38.9047619047619,3,0.040959609464000006,9743
39.9047619047619,3,0.042815514032000006,10603
40.9047619047619,4,0.043099755893886975,10604
41.9047619047619,4,0.04480777112000001,10241
42.9047619047619,4,0.046892233392,10073
43.9047619047619,4,0.048769410879999996,10083
44.9047619047619,4,0.049922960976000005,10193
45.9047619047619,4,0.049902591936,10003
46.9047619047619,4,0.048219895952,9759
47.9047619047619,4,0.04549850368799999,8985
48.9047619047619,4,0.042274168392,8124
49.9047619047619,4,0.039593473704,7555
50.9047619047619,4,0.037509487304,7279
51.9047619047619,4,0.035857343872,6980
52.9047619047619,4,0.03555927020800001,7288
53.9047619047619,5,0.034916099777008845,7289
54.9047619047619,5,0.032187726895999996,6964
55.9047619047619,5,0.025017573879999998,6720
56.9047619047619,5,0.014626281664000002,4679
57.9047619047619,4,0.009468639472,3297
58.9047619047619,4,0.008690996176,2456
59.9047619047619,5,0.008521403475586312,2457
60.9047619047619,5,0.008027217432,2260
61.9047619047619,4,0.005516272879999999,2093
62.9047619047619,3,0.004143425192,1307
63.9047619047619,3,0.005053433784,1187
64.9047619047619,3,0.0066296036719999995,1315
65.9047619047619,3,0.008186938304,1551
66.9047619047619,1,0.00983920836,1833
67.9047619047619,2,0.010027789657823914,1834
68.9047619047619,2,0.012010423424,2146
69.9047619047619,2,0.013286307768000001,2539
70.9047619047619,2,0.010413316808,2234
71.9047619047619,2,0.007968893856,1854
72.9047619047619,1,0.007829363424,1678
73.9047619047619,1,0.008843472976,1786
74.9047619047619,1,0.010297940536000002,2103
75.9047619047619,1,0.011659763656000004,2545
76.9047619047619,1,0.013185682720000001,2744
77.9047619047619,1,0.014820670303999998,3066
78.9047619047619,1,0.016644529536,3920
79.9047619047619,1,0.01838523312,3984
80.9047619047619,1,0.019905602352,4360
81.9047619047619,1,0.021237486087999996,5297
82.9047619047619,1,0.022940008975999997,5225
83.9047619047619,1,0.024638506680000002,5580
84.9047619047619,1,0.026331777296,6682
85.9047619047619,1,0.028047036855999997,6623
86.9047619047619,1,0.029656173768,6804
87.9047619047619,1,0.031333773143999995,7276
88.9047619047619,1,0.032939222472,8426
89.9047619047619,1,0.034470018168,8342
90.9047619047619,1,0.036095499816,8319
91.9047619047619,1,0.037645290136,8520
92.9047619047619,1,0.03920515296,9266
