t,varpos_strict,polymorphism,n_genotypes
396.82539682539675,1,0.014640960120000001,539
398.82539682539675,1,0.014678450535999999,510
400.82539682539675,1,0.014610143632000002,512
402.82539682539675,1,0.014786326055999999,530
404.82539682539675,1,0.01498449268,524
406.82539682539675,1,0.015150085104,542
408.82539682539675,1,0.015124451463999999,543
410.82539682539675,1,0.015150741720000001,537
412.82539682539675,1,0.015156281367999997,524
414.82539682539675,1,0.015136436424,537
416.82539682539675,1,0.015369969344000001,556
418.82539682539675,1,0.015395703064,550
420.82539682539675,1,0.015437766112,570
422.82539682539675,1,0.015845993008,545
424.82539682539675,1,0.016139954560000003,542
426.82539682539675,1,0.016171287472,556
428.82539682539675,1,0.016342738735999996,566
430.82539682539675,1,0.01636226068,576
432.82539682539675,1,0.016438999608,592
434.82539682539675,1,0.016519658032,595
436.82539682539675,1,0.016736941863999998,581
438.82539682539675,1,0.016650825735999998,626
440.82539682539675,1,0.016949218760000002,602
442.82539682539675,1,0.01715168552,632
444.82539682539675,1,0.017370032216000003,614
446.82539682539675,1,0.017444422216,619
448.82539682539675,1,0.017563842624,627
450.82539682539675,1,0.017701989287999997,631
452.82539682539675,1,0.017720844727999997,653
454.82539682539675,1,0.018009616608,628
456.82539682539675,1,0.017927015512,619
458.82539682539675,1,0.017957256696,621
460.82539682539675,1,0.018102968664,631
462.82539682539675,1,0.018230109624,655
464.82539682539675,1,0.0182647062,623
466.82539682539675,1,0.018416176728000003,646
468.82539682539675,1,0.018592979416,647
470.82539682539675,1,0.018775324184000002,639
472.82539682539675,1,0.018930876984,671
474.82539682539675,1,0.019092273576,635
476.82539682539675,1,0.019310394592,653
478.82539682539675,1,0.01934470352,677
480.82539682539675,1,0.019331939335999998,655
482.82539682539675,1,0.019337337864,689
484.82539682539675,1,0.019437986032,650
486.82539682539675,1,0.01960723132,656
488.82539682539675,1,0.019851690768000002,659
490.82539682539675,1,0.020101751856,657
492.82539682539675,1,0.020331641096000004,666
494.82539682539675,1,0.020358479560000003,668
496.82539682539675,1,0.020601880304000005,716
498.82539682539675,1,0.020667563455999995,678
500.82539682539675,1,0.020558372776,665
502.82539682539675,1,0.020606024895999994,676
504.82539682539675,1,0.020819339832000003,666
506.82539682539675,1,0.021023365168000005,695
508.82539682539675,1,0.020948044055999995,656
510.82539682539675,1,0.020888852208,672
512.8253968253968,1,0.020829217239999996,693
514.8253968253968,1,0.020693879240000004,698
516.8253968253968,1,0.020763164487999995,717
518.8253968253968,1,0.020973829544,719
520.8253968253968,1,0.021111381624,754
522.8253968253968,1,0.021110859096,724
524.8253968253968,1,0.021308714816000003,722
526.8253968253968,1,0.021386514456000004,726
