t,f,pos,state,final_state,id
94120,0.043858,1,1,fixed,1
94130,0.051269,1,1,fixed,1
94140,0.061766,1,1,fixed,1
94150,0.074355,1,1,fixed,1
94160,0.088668,1,1,fixed,1
94170,0.104028,1,1,fixed,1
94180,0.12463,1,1,fixed,1
94190,0.146847,1,1,fixed,1
94200,0.171898,1,1,fixed,1
94210,0.202045,1,1,fixed,1
94220,0.233463,1,1,fixed,1
94230,0.269622,1,1,fixed,1
94240,0.306726,1,1,fixed,1
94250,0.349312,1,1,fixed,1
94260,0.393239,1,1,fixed,1
94270,0.440155,1,1,fixed,1
94280,0.484296,1,1,fixed,1
94290,0.53065,1,1,fixed,1
94300,0.57624,1,1,fixed,1
94310,0.619216,1,1,fixed,1
94320,0.661903,1,1,fixed,1
94330,0.701324,1,1,fixed,1
94340,0.737912,1,1,fixed,1
94350,0.772766,1,1,fixed,1
94360,0.804027,1,1,fixed,1
94370,0.831327,1,1,fixed,1
94380,0.854429,1,1,fixed,1
94390,0.875148,1,1,fixed,1
94400,0.892748,1,1,fixed,1
94410,0.908586,1,1,fixed,1
94420,0.921133,1,1,fixed,1
94430,0.932533,1,1,fixed,1
94440,0.943805,1,1,fixed,1
94450,0.951999,1,1,fixed,1
198620,0.047845,1,1,fixed,2
198630,0.089931,1,1,fixed,2
198640,0.164709,1,1,fixed,2
198650,0.284254,1,1,fixed,2
198660,0.444041,1,1,fixed,2
198670,0.615336,1,1,fixed,2
198680,0.76108,1,1,fixed,2
198690,0.863979,1,1,fixed,2
198700,0.927439,1,1,fixed,2
198710,0.962562,1,1,fixed,2
222580,0.033722,1,1,fixed,3
222590,0.052696,1,1,fixed,3
222600,0.079776,1,1,fixed,3
222610,0.120436,1,1,fixed,3
222620,0.179015,1,1,fixed,3
222630,0.259041,1,1,fixed,3
222640,0.358456,1,1,fixed,3
222650,0.471017,1,1,fixed,3
222660,0.586376,1,1,fixed,3
222670,0.693912,1,1,fixed,3
222680,0.783571,1,1,fixed,3
222690,0.850762,1,1,fixed,3
222700,0.900302,1,1,fixed,3
222710,0.934615,1,1,fixed,3
222720,0.958123,1,1,fixed,3
469710,0.040047,1,1,fixed,4
469720,0.115347,1,1,fixed,4
469730,0.29298,1,1,fixed,4
469740,0.568228,1,1,fixed,4
469750,0.806249,1,1,fixed,4
469760,0.930332,1,1,fixed,4
469770,0.976846,1,1,fixed,4
647200,0.043331,1,1,fixed,5
647210,0.059346,1,1,fixed,5
647220,0.081612,1,1,fixed,5
647230,0.110444,1,1,fixed,5
647240,0.149465,1,1,fixed,5
647250,0.19519,1,1,fixed,5
647260,0.255728,1,1,fixed,5
647270,0.323939,1,1,fixed,5
647280,0.401478,1,1,fixed,5
647290,0.484879,1,1,fixed,5
647300,0.565782,1,1,fixed,5
647310,0.647137,1,1,fixed,5
647320,0.719671,1,1,fixed,5
647330,0.781145,1,1,fixed,5
647340,0.834339,1,1,fixed,5
647350,0.874936,1,1,fixed,5
647360,0.907083,1,1,fixed,5
647370,0.93296,1,1,fixed,5
647380,0.950316,1,1,fixed,5
73160,0.042762,1,-1,fixed,6
73170,0.055962,1,-1,fixed,6
73180,0.074476,1,-1,fixed,6
73190,0.096458,1,-1,fixed,6
73200,0.12783,1,-1,fixed,6
73210,0.163882,1,-1,fixed,6
73220,0.21091,1,-1,fixed,6
73230,0.264215,1,-1,fixed,6
73240,0.329065,1,-1,fixed,6
73250,0.399663,1,-1,fixed,6
73260,0.471475,1,-1,fixed,6
73270,0.54895,1,-1,fixed,6
73280,0.62234,1,-1,fixed,6
73290,0.693032,1,-1,fixed,6
73300,0.754896,1,-1,fixed,6
73310,0.807082,1,-1,fixed,6
73320,0.850789,1,-1,fixed,6
73330,0.886308,1,-1,fixed,6
73340,0.914454,1,-1,fixed,6
73350,0.935633,1,-1,fixed,6
73360,0.950188,1,-1,fixed,6
190510,0.043027,1,-1,fixed,7
190520,0.065822,1,-1,fixed,7
190530,0.097219,1,-1,fixed,7
190540,0.144573,1,-1,fixed,7
190550,0.209276,1,-1,fixed,7
190560,0.292687,1,-1,fixed,7
190570,0.392648,1,-1,fixed,7
190580,0.503774,1,-1,fixed,7
190590,0.614629,1,-1,fixed,7
190600,0.716648,1,-1,fixed,7
190610,0.796848,1,-1,fixed,7
190620,0.860527,1,-1,fixed,7
190630,0.9056,1,-1,fixed,7
190640,0.937761,1,-1,fixed,7
190650,0.960062,1,-1,fixed,7
215780,0.022124,1,-1,fixed,8
215790,0.053302,1,-1,fixed,8
215800,0.119532,1,-1,fixed,8
215810,0.248203,1,-1,fixed,8
215820,0.442763,1,-1,fixed,8
215830,0.658344,1,-1,fixed,8
215840,0.823001,1,-1,fixed,8
215850,0.919403,1,-1,fixed,8
215860,0.964991,1,-1,fixed,8
415480,0.0438,1,-1,fixed,9
415490,0.061818,1,-1,fixed,9
415500,0.084762,1,-1,fixed,9
415510,0.118657,1,-1,fixed,9
415520,0.163067,1,-1,fixed,9
415530,0.221115,1,-1,fixed,9
415540,0.290424,1,-1,fixed,9
415550,0.370358,1,-1,fixed,9
415560,0.457907,1,-1,fixed,9
415570,0.549092,1,-1,fixed,9
415580,0.637503,1,-1,fixed,9
415590,0.718112,1,-1,fixed,9
