t,varpos_5,varpos_strict,n_genotypes
1037.0370370370367,0,0,1
1047.0370370370367,0,0,1
1057.0370370370367,0,0,1
1067.0370370370367,0,0,1
1077.0370370370367,0,0,1
1087.0370370370367,0,0,1
1097.0370370370367,0,0,1
1107.0370370370367,0,1,2
1117.0370370370367,0,1,2
1127.0370370370367,0,1,2
1137.0370370370367,0,1,2
1147.0370370370367,1,1,2
1157.0370370370367,1,1,2
1167.0370370370367,1,1,2
1177.0370370370367,1,1,2
1187.0370370370367,1,1,2
1197.0370370370367,1,1,2
1207.0370370370367,1,1,2
1217.0370370370367,1,1,2
1227.0370370370367,1,1,2
1237.0370370370367,1,1,2
1247.0370370370367,1,1,2
1257.0370370370367,1,1,2
1267.0370370370367,1,1,2
1277.0370370370367,1,1,2
1287.0370370370367,1,1,2
1297.0370370370367,1,1,2
1307.0370370370367,1,1,2
1317.0370370370367,1,1,2
1327.0370370370367,1,1,2
1337.0370370370367,1,1,2
1347.0370370370367,1,1,2
1357.0370370370367,1,1,2
1367.0370370370367,1,1,2
1377.0370370370367,1,1,2
1387.0370370370367,1,1,2
1397.0370370370367,1,1,2
1407.0370370370367,1,1,2
1417.0370370370367,1,1,2
1427.0370370370367,1,1,2
1437.0370370370367,1,1,2
1447.0370370370367,1,1,2
1457.0370370370367,1,1,2
1467.0370370370367,1,1,2
1477.0370370370367,1,1,2
1487.0370370370367,1,1,2
1497.0370370370367,1,1,2
1507.0370370370367,1,1,2
1517.0370370370367,1,1,2
1527.0370370370367,1,1,2
1537.0370370370367,1,1,2
1547.0370370370367,1,1,2
1557.0370370370367,1,1,2
1567.0370370370367,1,1,2
1577.0370370370367,1,1,2
1587.0370370370367,1,1,2
1597.0370370370367,1,1,2
1607.0370370370367,1,1,2
1617.0370370370367,1,1,2
1627.0370370370367,1,1,2
1637.0370370370367,1,1,2
1647.0370370370367,1,1,2
1657.0370370370367,1,1,2
1667.0370370370367,1,1,2
1677.0370370370367,1,1,2
1687.0370370370367,1,1,2
1697.0370370370367,1,1,2
1707.0370370370367,1,1,2
1717.0370370370367,1,1,2
1727.0370370370367,1,1,2
1737.0370370370367,1,1,2
1747.0370370370367,1,1,2
1757.0370370370367,1,1,2
1767.0370370370367,1,1,2
1777.0370370370367,1,1,2
1787.0370370370367,1,1,2
1797.0370370370367,1,1,2
1807.0370370370367,1,1,2
1817.0370370370367,1,1,2
1827.0370370370367,1,1,2
1837.0370370370367,1,1,2
1847.0370370370367,1,1,2
1857.0370370370367,1,1,2
1867.0370370370367,1,1,2
1877.0370370370367,1,1,2
1887.0370370370367,1,1,2
1897.0370370370367,1,1,2
1907.0370370370367,1,1,2
1917.0370370370367,1,1,2
1927.0370370370367,1,1,2
1937.0370370370367,1,1,2
1947.0370370370367,1,1,2
1957.0370370370367,1,1,2
1967.0370370370367,1,1,2
1977.0370370370367,1,1,2
1987.0370370370367,1,1,2
1997.0370370370367,1,1,2
2007.0370370370367,1,1,2
2017.0370370370367,1,1,2
2027.0370370370367,1,1,2
2037.0370370370367,1,1,2
2047.0370370370367,1,1,2
2057.0370370370365,1,1,2
2067.0370370370365,1,1,2
2077.0370370370365,1,1,2
2087.0370370370365,1,1,2
2097.0370370370365,1,1,2
2107.0370370370365,1,1,2
2117.0370370370365,1,1,2
2127.0370370370365,1,1,2
2137.0370370370365,1,1,2
2147.0370370370365,1,1,2
2157.0370370370365,1,1,2
2167.0370370370365,1,1,2
2177.0370370370365,1,1,2
2187.0370370370365,1,1,2
2197.0370370370365,1,1,2
2207.0370370370365,1,1,2
2217.0370370370365,1,1,2
2227.0370370370365,1,1,2
2237.0370370370365,1,1,2
2247.0370370370365,1,1,2
2257.0370370370365,1,1,2
2267.0370370370365,1,1,2
2277.0370370370365,1,1,2
2287.0370370370365,1,1,2
2297.0370370370365,1,1,2
2307.0370370370365,1,1,2
2317.0370370370365,1,1,2
2327.0370370370365,1,1,2
2337.0370370370365,1,1,2
2347.0370370370365,1,1,2
2357.0370370370365,1,1,2
2367.0370370370365,1,1,2
2377.0370370370365,1,1,2
2387.0370370370365,1,1,2
2397.0370370370365,1,1,2
2407.0370370370365,1,1,2
2417.0370370370365,1,1,2
2427.0370370370365,1,1,2
2437.0370370370365,1,2,3
2447.0370370370365,1,2,3
2457.0370370370365,1,3,4
2467.0370370370365,1,3,4
2477.0370370370365,1,3,4
2487.0370370370365,2,3,4
2497.0370370370365,2,3,4
2507.0370370370365,2,3,4
2517.0370370370365,2,3,4
2527.0370370370365,2,3,4
2537.0370370370365,2,3,4
2547.0370370370365,3,3,4
2557.0370370370365,3,3,4
2567.0370370370365,3,3,4
2577.0370370370365,3,3,4
2587.0370370370365,3,3,4
2597.0370370370365,3,3,4
2607.0370370370365,3,3,4
2617.0370370370365,3,3,4
2627.0370370370365,3,3,4
2637.0370370370365,3,3,4
2647.0370370370365,3,3,4
2657.0370370370365,3,3,4
2667.0370370370365,3,3,4
2677.0370370370365,3,3,4
2687.0370370370365,3,3,4
2697.0370370370365,3,3,4
2707.0370370370365,3,3,4
2717.0370370370365,3,3,4
2727.0370370370365,3,3,4
2737.0370370370365,3,3,4
2747.0370370370365,3,3,4
2757.0370370370365,3,3,4
2767.0370370370365,3,3,4
2777.0370370370365,3,3,4
2787.0370370370365,3,3,4
2797.0370370370365,3,3,4
2807.0370370370365,3,3,4
2817.0370370370365,3,3,4
2827.0370370370365,3,3,4
2837.0370370370365,3,3,4
2847.0370370370365,3,3,4
2857.0370370370365,3,3,4
2867.0370370370365,3,3,4
2877.0370370370365,3,3,4
2887.0370370370365,3,3,4
2897.0370370370365,3,3,4
2907.0370370370365,3,4,5
2917.0370370370365,3,4,5
2927.0370370370365,3,4,5
2937.0370370370365,3,4,5
2947.0370370370365,3,4,5
2957.0370370370365,3,4,5
2967.0370370370365,3,4,5
2977.0370370370365,3,4,5
2987.0370370370365,3,4,5
2997.0370370370365,3,4,5
3007.0370370370365,3,4,5
3017.0370370370365,3,4,5
3027.0370370370365,3,4,5
3037.0370370370365,3,4,5
3047.0370370370365,3,4,5
3057.0370370370365,3,4,5
3067.0370370370365,3,4,5
3077.0370370370365,3,4,5
3087.0370370370365,3,4,5
3097.0370370370365,3,4,5
3107.0370370370365,3,4,5
