t,f,pos,state,final_state,id
51550,0.04744,1,-1,lost,1
51560,0.05408,1,-1,lost,1
51570,0.05744,1,-1,lost,1
51580,0.06358,1,-1,lost,1
51590,0.07264,1,-1,lost,1
51600,0.08328,1,-1,lost,1
51610,0.09144,1,-1,lost,1
51620,0.10454,1,-1,lost,1
51630,0.12778,1,-1,lost,1
51640,0.1329,1,-1,lost,1
51650,0.16128,1,-1,lost,1
51660,0.1777,1,-1,lost,1
51670,0.19588,1,-1,lost,1
51680,0.2203,1,-1,lost,1
51690,0.24342,1,-1,lost,1
51700,0.25326,1,-1,lost,1
51710,0.28198,1,-1,lost,1
51720,0.2941,1,-1,lost,1
51730,0.31822,1,-1,lost,1
51740,0.33568,1,-1,lost,1
51750,0.342921568627451,1,-1,lost,1
51760,0.35858,1,-1,lost,1
51770,0.37788,1,-1,lost,1
51780,0.39358,1,-1,lost,1
51790,0.39656,1,-1,lost,1
51800,0.39382,1,-1,lost,1
51810,0.38284,1,-1,lost,1
51820,0.367,1,-1,lost,1
51830,0.32654,1,-1,lost,1
51840,0.30002,1,-1,lost,1
51850,0.2726,1,-1,lost,1
51860,0.22484,1,-1,lost,1
51870,0.18654,1,-1,lost,1
51880,0.1601,1,-1,lost,1
51890,0.13756,1,-1,lost,1
51900,0.11502,1,-1,lost,1
51910,0.09694,1,-1,lost,1
51920,0.07942,1,-1,lost,1
51930,0.06996,1,-1,lost,1
51940,0.05424,1,-1,lost,1
51950,0.03996,1,-1,lost,1
80900,0.04786,1,-1,fixed,2
80910,0.057,1,-1,fixed,2
80920,0.06978,1,-1,fixed,2
80930,0.09092,1,-1,fixed,2
80940,0.11316,1,-1,fixed,2
80950,0.1462,1,-1,fixed,2
80960,0.16816,1,-1,fixed,2
80970,0.18946,1,-1,fixed,2
80980,0.21354,1,-1,fixed,2
80990,0.242,1,-1,fixed,2
81000,0.27086,1,-1,fixed,2
81010,0.29296,1,-1,fixed,2
81020,0.31856,1,-1,fixed,2
81030,0.3591,1,-1,fixed,2
81040,0.38892,1,-1,fixed,2
81050,0.41574,1,-1,fixed,2
81060,0.45192,1,-1,fixed,2
81070,0.47648,1,-1,fixed,2
81080,0.50126,1,-1,fixed,2
81090,0.54106,1,-1,fixed,2
81100,0.57676,1,-1,fixed,2
81110,0.61054,1,-1,fixed,2
81120,0.64158,1,-1,fixed,2
81130,0.67602,1,-1,fixed,2
81140,0.67768,1,-1,fixed,2
81150,0.6884,1,-1,fixed,2
81160,0.69656,1,-1,fixed,2
81170,0.6838,1,-1,fixed,2
81180,0.6631,1,-1,fixed,2
81190,0.6314,1,-1,fixed,2
81200,0.5732,1,-1,fixed,2
81210,0.49194,1,-1,fixed,2
81220,0.41764,1,-1,fixed,2
81230,0.35188,1,-1,fixed,2
81240,0.28208,1,-1,fixed,2
81250,0.23472,1,-1,fixed,2
81260,0.19556,1,-1,fixed,2
81270,0.1632,1,-1,fixed,2
81280,0.13812,1,-1,fixed,2
81290,0.1202,1,-1,fixed,2
81300,0.1051,1,-1,fixed,2
81310,0.09832,1,-1,fixed,2
81320,0.09016,1,-1,fixed,2
81330,0.08398,1,-1,fixed,2
81340,0.0736,1,-1,fixed,2
81350,0.07686,1,-1,fixed,2
81360,0.0758,1,-1,fixed,2
81370,0.07414,1,-1,fixed,2
81380,0.0719,1,-1,fixed,2
81390,0.091,1,-1,fixed,2
81400,0.0945,1,-1,fixed,2
81410,0.10196,1,-1,fixed,2
81420,0.10058,1,-1,fixed,2
81430,0.10462,1,-1,fixed,2
81440,0.11506,1,-1,fixed,2
81450,0.12106,1,-1,fixed,2
81460,0.13338,1,-1,fixed,2
81470,0.14804,1,-1,fixed,2
81480,0.1626,1,-1,fixed,2
81490,0.17088,1,-1,fixed,2
81500,0.18856,1,-1,fixed,2
81510,0.19748,1,-1,fixed,2
81520,0.21798,1,-1,fixed,2
81530,0.24162,1,-1,fixed,2
81540,0.26148,1,-1,fixed,2
81550,0.28174,1,-1,fixed,2
81560,0.3054,1,-1,fixed,2
81570,0.35336,1,-1,fixed,2
81580,0.40072,1,-1,fixed,2
81590,0.45604,1,-1,fixed,2
81600,0.5387,1,-1,fixed,2
81610,0.64582,1,-1,fixed,2
81620,0.75808,1,-1,fixed,2
81630,0.85218,1,-1,fixed,2
81640,0.91144,1,-1,fixed,2
81650,0.94784,1,-1,fixed,2
81660,0.97634,1,-1,fixed,2
72590,0.04796,4,-1,lost,3
72600,0.05526,4,-1,lost,3
72610,0.07144,4,-1,lost,3
72620,0.0943,4,-1,lost,3
72630,0.11042,4,-1,lost,3
72640,0.11988,4,-1,lost,3
72650,0.1317,4,-1,lost,3
72660,0.15208,4,-1,lost,3
72670,0.17736,4,-1,lost,3
72680,0.2112,4,-1,lost,3
72690,0.23768,4,-1,lost,3
72700,0.26892,4,-1,lost,3
72710,0.30168,4,-1,lost,3
72720,0.32892,4,-1,lost,3
72730,0.36964,4,-1,lost,3
72740,0.41346,4,-1,lost,3
72750,0.44828,4,-1,lost,3
72760,0.47956,4,-1,lost,3
72770,0.5015,4,-1,lost,3
72780,0.5391,4,-1,lost,3
72790,0.55822,4,-1,lost,3
72800,0.5943,4,-1,lost,3
72810,0.61746,4,-1,lost,3
72820,0.64216,4,-1,lost,3
72830,0.6604,4,-1,lost,3
72840,0.68312,4,-1,lost,3
72850,0.69314,4,-1,lost,3
72860,0.69446,4,-1,lost,3
72870,0.70876,4,-1,lost,3
72880,0.72178,4,-1,lost,3
72890,0.72674,4,-1,lost,3
72900,0.7285,4,-1,lost,3
72910,0.72678,4,-1,lost,3
72920,0.72416,4,-1,lost,3
72930,0.72058,4,-1,lost,3
72940,0.71898,4,-1,lost,3
72950,0.71336,4,-1,lost,3
72960,0.71712,4,-1,lost,3
72970,0.71712,4,-1,lost,3
72980,0.71988,4,-1,lost,3
72990,0.7005,4,-1,lost,3
73000,0.6969,4,-1,lost,3
73010,0.69356,4,-1,lost,3
73020,0.68374,4,-1,lost,3
73030,0.68902,4,-1,lost,3
73040,0.6891,4,-1,lost,3
73050,0.68506,4,-1,lost,3
73060,0.69186,4,-1,lost,3
73070,0.68224,4,-1,lost,3
73080,0.67842,4,-1,lost,3
73090,0.68092,4,-1,lost,3
73100,0.68036,4,-1,lost,3
73110,0.6843,4,-1,lost,3
73120,0.67736,4,-1,lost,3
73130,0.6783,4,-1,lost,3
73140,0.67626,4,-1,lost,3
73150,0.66442,4,-1,lost,3
73160,0.65562,4,-1,lost,3
73170,0.65878,4,-1,lost,3
73180,0.65906,4,-1,lost,3
73190,0.66252,4,-1,lost,3
73200,0.66358,4,-1,lost,3
73210,0.66606,4,-1,lost,3
73220,0.65226,4,-1,lost,3
73230,0.66014,4,-1,lost,3
73240,0.66456,4,-1,lost,3
73250,0.66954,4,-1,lost,3
73260,0.64516,4,-1,lost,3
73270,0.6409,4,-1,lost,3
73280,0.63448,4,-1,lost,3
73290,0.6246,4,-1,lost,3
73300,0.6132,4,-1,lost,3
73310,0.60772,4,-1,lost,3
73320,0.5932,4,-1,lost,3
73330,0.58164,4,-1,lost,3
73340,0.59098,4,-1,lost,3
73350,0.59262,4,-1,lost,3
73360,0.59198,4,-1,lost,3
73370,0.59958,4,-1,lost,3
73380,0.59992,4,-1,lost,3
73390,0.5892,4,-1,lost,3
73400,0.58244,4,-1,lost,3
73410,0.56622,4,-1,lost,3
73420,0.56202,4,-1,lost,3
73430,0.55826,4,-1,lost,3
73440,0.56856,4,-1,lost,3
73450,0.5661,4,-1,lost,3
73460,0.56654,4,-1,lost,3
73470,0.56092,4,-1,lost,3
73480,0.55988,4,-1,lost,3
73490,0.55572,4,-1,lost,3
73500,0.5478,4,-1,lost,3
73510,0.54598,4,-1,lost,3
73520,0.54248,4,-1,lost,3
73530,0.54366,4,-1,lost,3
73540,0.53978,4,-1,lost,3
73550,0.5451,4,-1,lost,3
73560,0.53352,4,-1,lost,3
73570,0.5255,4,-1,lost,3
73580,0.53554,4,-1,lost,3
73590,0.54212,4,-1,lost,3
73600,0.53442,4,-1,lost,3
73610,0.5208,4,-1,lost,3
73620,0.51436,4,-1,lost,3
73630,0.51366,4,-1,lost,3
73640,0.4998,4,-1,lost,3
73650,0.49972,4,-1,lost,3
73660,0.50226,4,-1,lost,3
73670,0.4883921568627451,4,-1,lost,3
73680,0.48668,4,-1,lost,3
73690,0.4868,4,-1,lost,3
73700,0.4887,4,-1,lost,3
73710,0.48366,4,-1,lost,3
73720,0.47102,4,-1,lost,3
73730,0.46122,4,-1,lost,3
73740,0.4477,4,-1,lost,3
73750,0.4398,4,-1,lost,3
73760,0.4358,4,-1,lost,3
73770,0.435,4,-1,lost,3
73780,0.43292,4,-1,lost,3
73790,0.41792,4,-1,lost,3
73800,0.40724,4,-1,lost,3
73810,0.39358,4,-1,lost,3
73820,0.39326,4,-1,lost,3
73830,0.38194,4,-1,lost,3
73840,0.36866,4,-1,lost,3
73850,0.35178,4,-1,lost,3
73860,0.3374,4,-1,lost,3
73870,0.3188,4,-1,lost,3
73880,0.29498,4,-1,lost,3
73890,0.28868,4,-1,lost,3
73900,0.274,4,-1,lost,3
73910,0.26016,4,-1,lost,3
73920,0.24358,4,-1,lost,3
73930,0.221,4,-1,lost,3
73940,0.20674,4,-1,lost,3
73950,0.19396,4,-1,lost,3
73960,0.17746,4,-1,lost,3
73970,0.15998,4,-1,lost,3
73980,0.1558,4,-1,lost,3
73990,0.15202,4,-1,lost,3
74000,0.14602,4,-1,lost,3
74010,0.13934,4,-1,lost,3
74020,0.13936,4,-1,lost,3
74030,0.13328,4,-1,lost,3
74040,0.12846,4,-1,lost,3
74050,0.12656,4,-1,lost,3
74060,0.11872,4,-1,lost,3
74070,0.1081,4,-1,lost,3
74080,0.09578,4,-1,lost,3
74090,0.07526,4,-1,lost,3
74100,0.05112,4,-1,lost,3
74110,0.03042,4,-1,lost,3
52830,0.04688,5,1,fixed,4
52840,0.0543,5,1,fixed,4
52850,0.0647,5,1,fixed,4
52860,0.07114,5,1,fixed,4
52870,0.08454,5,1,fixed,4
52880,0.08848,5,1,fixed,4
52890,0.10788,5,1,fixed,4
52900,0.1225,5,1,fixed,4
52910,0.1339,5,1,fixed,4
52920,0.15676,5,1,fixed,4
52930,0.16594,5,1,fixed,4
52940,0.17716,5,1,fixed,4
52950,0.1882,5,1,fixed,4
52960,0.20534,5,1,fixed,4
52970,0.23326,5,1,fixed,4
52980,0.25442,5,1,fixed,4
52990,0.2734,5,1,fixed,4
53000,0.28542,5,1,fixed,4
53010,0.30638,5,1,fixed,4
53020,0.311,5,1,fixed,4
53030,0.33238,5,1,fixed,4
53040,0.36242,5,1,fixed,4
53050,0.3772,5,1,fixed,4
53060,0.39096,5,1,fixed,4
53070,0.4121,5,1,fixed,4
53080,0.43394,5,1,fixed,4
53090,0.44032,5,1,fixed,4
53100,0.4574,5,1,fixed,4
53110,0.47134,5,1,fixed,4
53120,0.49294,5,1,fixed,4
53130,0.49098,5,1,fixed,4
53140,0.5022,5,1,fixed,4
53150,0.5163,5,1,fixed,4
53160,0.53926,5,1,fixed,4
53170,0.55134,5,1,fixed,4
53180,0.5384,5,1,fixed,4
53190,0.5337,5,1,fixed,4
53200,0.53178,5,1,fixed,4
53210,0.5388,5,1,fixed,4
53220,0.53486,5,1,fixed,4
53230,0.53588,5,1,fixed,4
53240,0.52978,5,1,fixed,4
53250,0.52466,5,1,fixed,4
53260,0.52894,5,1,fixed,4
53270,0.52356,5,1,fixed,4
53280,0.51954,5,1,fixed,4
53290,0.52402,5,1,fixed,4
53300,0.4949,5,1,fixed,4
