t,varpos_5,varpos_strict,n_genotypes
1666.6666666666665,5,8,9
1676.6666666666665,5,8,9
1686.6666666666665,5,8,9
1696.6666666666665,5,8,9
1706.6666666666665,6,8,9
1716.6666666666665,6,8,9
1726.6666666666665,5,8,9
1736.6666666666665,5,8,9
1746.6666666666665,5,8,9
1756.6666666666665,6,8,9
1766.6666666666665,5,8,9
1776.6666666666665,5,8,9
1786.6666666666665,5,8,9
1796.6666666666665,5,8,9
1806.6666666666665,5,8,9
1816.6666666666665,5,8,9
1826.6666666666665,5,8,9
1836.6666666666665,6,8,9
1846.6666666666665,7,9,10
1856.6666666666665,6,9,10
1866.6666666666665,5,9,10
1876.6666666666665,5,9,10
1886.6666666666665,5,9,10
1896.6666666666665,5,9,10
1906.6666666666665,5,9,10
1916.6666666666665,5,9,10
1926.6666666666665,5,9,10
1936.6666666666665,5,9,10
1946.6666666666665,5,9,10
1956.6666666666665,5,9,10
1966.6666666666665,5,9,10
1976.6666666666665,5,9,10
1986.6666666666665,5,9,10
1996.6666666666665,5,9,10
2006.6666666666665,5,9,10
2016.6666666666665,5,9,10
2026.6666666666665,5,9,10
2036.6666666666665,5,9,10
2046.6666666666665,5,9,10
2056.6666666666665,5,9,10
2066.6666666666665,5,9,10
2076.6666666666665,5,9,10
2086.6666666666665,5,9,10
2096.6666666666665,5,9,10
2106.6666666666665,5,9,10
2116.6666666666665,5,9,10
2126.6666666666665,5,9,10
2136.6666666666665,5,9,10
2146.6666666666665,5,9,10
2156.6666666666665,5,9,10
2166.6666666666665,5,9,10
2176.6666666666665,5,9,10
2186.6666666666665,5,9,10
2196.6666666666665,5,9,10
2206.6666666666665,5,9,10
2216.6666666666665,5,9,10
2226.6666666666665,5,9,10
2236.6666666666665,5,9,10
2246.6666666666665,5,9,10
2256.6666666666665,5,9,10
2266.6666666666665,5,9,10
2276.6666666666665,5,9,10
2286.6666666666665,5,9,10
2296.6666666666665,5,8,9
2306.6666666666665,5,8,9
2316.6666666666665,5,8,9
2326.6666666666665,5,8,9
2336.6666666666665,5,8,9
2346.6666666666665,5,8,9
2356.6666666666665,4,8,9
2366.6666666666665,4,8,9
2376.6666666666665,4,8,9
2386.6666666666665,4,8,9
2396.6666666666665,4,8,9
2406.6666666666665,4,8,9
2416.6666666666665,4,8,9
2426.6666666666665,4,8,9
2436.6666666666665,5,8,9
2446.6666666666665,5,8,9
2456.6666666666665,5,8,9
2466.6666666666665,5,8,9
2476.6666666666665,5,8,9
2486.6666666666665,5,8,9
2496.6666666666665,6,9,10
2506.6666666666665,6,9,10
2516.6666666666665,6,9,10
2526.6666666666665,5,9,10
2536.6666666666665,5,9,10
2546.6666666666665,5,9,10
2556.6666666666665,5,9,10
2566.6666666666665,5,9,10
2576.6666666666665,5,9,10
2586.6666666666665,5,9,10
2596.6666666666665,5,9,10
2606.6666666666665,4,9,10
2616.6666666666665,4,9,10
2626.6666666666665,4,9,10
2636.6666666666665,4,9,10
2646.6666666666665,4,9,10
2656.6666666666665,4,9,10
2666.6666666666665,4,9,10
2676.6666666666665,4,9,10
2686.6666666666665,4,9,10
2696.6666666666665,4,9,10
2706.6666666666665,4,9,10
2716.6666666666665,4,9,10
2726.6666666666665,4,9,10
2736.6666666666665,4,9,10
2746.6666666666665,4,9,10
2756.6666666666665,4,9,10
2766.6666666666665,4,9,10
2776.6666666666665,4,9,10
2786.6666666666665,4,9,10
2796.6666666666665,3,9,10
2806.6666666666665,3,10,11
2816.6666666666665,4,10,11
2826.6666666666665,4,10,11
2836.6666666666665,4,10,11
2846.6666666666665,4,10,11
2856.6666666666665,4,10,11
2866.6666666666665,4,10,11
2876.6666666666665,5,11,12
2886.6666666666665,6,11,12
2896.6666666666665,6,11,12
2906.6666666666665,6,10,11
