t,f,pos,state,final_state,id
8780,0.04742,1,1,lost,1
8790,0.05774,1,1,lost,1
8800,0.07796,1,1,lost,1
8810,0.08734,1,1,lost,1
8820,0.1084,1,1,lost,1
8830,0.13518,1,1,lost,1
8840,0.163,1,1,lost,1
8850,0.2078,1,1,lost,1
8860,0.23862,1,1,lost,1
8870,0.26116,1,1,lost,1
8880,0.29592,1,1,lost,1
8890,0.32109803921568625,1,1,lost,1
8900,0.35764,1,1,lost,1
8910,0.3975294117647059,1,1,lost,1
8920,0.43206,1,1,lost,1
8930,0.47458,1,1,lost,1
8940,0.5083,1,1,lost,1
8950,0.55384,1,1,lost,1
8960,0.59774,1,1,lost,1
8970,0.63598,1,1,lost,1
8980,0.66896,1,1,lost,1
8990,0.68514,1,1,lost,1
9000,0.6849,1,1,lost,1
9010,0.6925,1,1,lost,1
9020,0.69822,1,1,lost,1
9030,0.69746,1,1,lost,1
9040,0.69766,1,1,lost,1
9050,0.69308,1,1,lost,1
9060,0.70716,1,1,lost,1
9070,0.70864,1,1,lost,1
9080,0.72904,1,1,lost,1
9090,0.7523,1,1,lost,1
9100,0.77812,1,1,lost,1
9110,0.7852,1,1,lost,1
9120,0.79438,1,1,lost,1
9130,0.80714,1,1,lost,1
9140,0.7948,1,1,lost,1
9150,0.79522,1,1,lost,1
9160,0.78552,1,1,lost,1
9170,0.7778,1,1,lost,1
9180,0.7531,1,1,lost,1
9190,0.73222,1,1,lost,1
9200,0.70832,1,1,lost,1
9210,0.67418,1,1,lost,1
9220,0.64184,1,1,lost,1
9230,0.5922745098039216,1,1,lost,1
9240,0.57772,1,1,lost,1
9250,0.5591,1,1,lost,1
9260,0.53672,1,1,lost,1
9270,0.5102,1,1,lost,1
9280,0.49564,1,1,lost,1
9290,0.47258,1,1,lost,1
9300,0.45058,1,1,lost,1
9310,0.43666,1,1,lost,1
9320,0.42378,1,1,lost,1
9330,0.41336,1,1,lost,1
9340,0.4069,1,1,lost,1
9350,0.39216,1,1,lost,1
9360,0.38842,1,1,lost,1
9370,0.3664,1,1,lost,1
9380,0.3682549019607843,1,1,lost,1
9390,0.36024,1,1,lost,1
9400,0.34176,1,1,lost,1
9410,0.3178,1,1,lost,1
9420,0.29672,1,1,lost,1
9430,0.26952,1,1,lost,1
9440,0.25346,1,1,lost,1
9450,0.25092,1,1,lost,1
9460,0.24998,1,1,lost,1
9470,0.26034,1,1,lost,1
9480,0.27066,1,1,lost,1
9490,0.28396,1,1,lost,1
9500,0.30194,1,1,lost,1
9510,0.31956,1,1,lost,1
9520,0.33036,1,1,lost,1
9530,0.33578,1,1,lost,1
9540,0.35052941176470587,1,1,lost,1
9550,0.37446,1,1,lost,1
9560,0.39624,1,1,lost,1
9570,0.40626,1,1,lost,1
9580,0.41984,1,1,lost,1
9590,0.43408,1,1,lost,1
9600,0.44142,1,1,lost,1
9610,0.4639,1,1,lost,1
9620,0.48772,1,1,lost,1
9630,0.51402,1,1,lost,1
9640,0.53888,1,1,lost,1
9650,0.57198,1,1,lost,1
9660,0.59996,1,1,lost,1
9670,0.64774,1,1,lost,1
9680,0.67002,1,1,lost,1
9690,0.7053,1,1,lost,1
9700,0.73782,1,1,lost,1
9710,0.77406,1,1,lost,1
9720,0.7944,1,1,lost,1
9730,0.80342,1,1,lost,1
9740,0.81228,1,1,lost,1
9750,0.79618,1,1,lost,1
9760,0.79432,1,1,lost,1
9770,0.79524,1,1,lost,1
9780,0.8077,1,1,lost,1
9790,0.81306,1,1,lost,1
9800,0.81432,1,1,lost,1
9810,0.81848,1,1,lost,1
9820,0.80336,1,1,lost,1
9830,0.81264,1,1,lost,1
9840,0.81216,1,1,lost,1
9850,0.82928,1,1,lost,1
9860,0.85194,1,1,lost,1
9870,0.86042,1,1,lost,1
9880,0.8717,1,1,lost,1
9890,0.88478,1,1,lost,1
9900,0.89174,1,1,lost,1
9910,0.89468,1,1,lost,1
9920,0.90558,1,1,lost,1
9930,0.90618,1,1,lost,1
9940,0.91214,1,1,lost,1
9950,0.9159,1,1,lost,1
9960,0.91122,1,1,lost,1
