t,varpos_5,varpos_strict,n_genotypes
2000.0,1,2,3
2010.0,1,2,3
2020.0,1,2,3
2030.0,1,2,3
2040.0,1,2,3
2050.0,1,2,3
2060.0,1,2,3
2070.0,1,2,3
2080.0,1,2,3
2090.0,1,2,3
2100.0,1,2,3
2110.0,1,2,3
2120.0,1,2,3
2130.0,1,2,3
2140.0,1,2,3
2150.0,1,2,3
2160.0,1,2,3
2170.0,1,2,3
2180.0,1,2,3
2190.0,1,2,3
2200.0,1,2,3
2210.0,1,2,3
2220.0,1,2,3
2230.0,1,2,3
2240.0,1,2,3
2250.0,1,2,3
2260.0,1,2,3
2270.0,1,2,3
2280.0,1,2,3
2290.0,1,2,3
2300.0,1,2,3
2310.0,1,2,3
2320.0,1,2,3
2330.0,1,2,3
2340.0,1,2,3
2350.0,1,2,3
2360.0,1,2,3
2370.0,1,2,3
2380.0,1,2,3
2390.0,1,2,3
2400.0,1,2,3
2410.0,1,2,3
2420.0,1,2,3
2430.0,1,2,3
2440.0,2,2,3
2450.0,2,2,3
2460.0,2,2,3
2470.0,2,2,3
2480.0,2,2,3
2490.0,2,2,3
2500.0,2,2,3
2510.0,2,2,3
2520.0,2,2,3
2530.0,2,2,3
2540.0,2,2,3
2550.0,2,2,3
2560.0,2,2,3
2570.0,2,2,3
2580.0,2,2,3
2590.0,2,2,3
2600.0,2,2,3
2610.0,2,2,3
2620.0,2,2,3
2630.0,2,2,3
2640.0,2,2,3
2650.0,2,2,3
2660.0,2,2,3
2670.0,2,2,3
2680.0,2,2,3
2690.0,2,2,3
2700.0,2,2,3
2710.0,2,2,3
2720.0,2,2,3
2730.0,2,2,3
2740.0,2,2,3
2750.0,2,2,3
2760.0,2,2,3
2770.0,2,2,3
2780.0,2,2,3
2790.0,2,2,3
2800.0,2,2,3
2810.0,2,2,3
2820.0,2,2,3
2830.0,2,2,3
2840.0,2,2,3
2850.0,2,2,3
2860.0,2,2,3
2870.0,2,2,3
2880.0,2,2,3
2890.0,2,2,3
2900.0,2,2,3
2910.0,2,2,3
2920.0,2,2,3
2930.0,2,2,3
2940.0,2,2,3
2950.0,2,2,3
2960.0,2,2,3
2970.0,2,2,3
2980.0,3,3,4
2990.0,3,3,4
3000.0,3,3,4
3010.0,3,3,4
3020.0,3,3,4
3030.0,3,3,4
3040.0,2,3,4
3050.0,2,3,4
3060.0,2,3,4
3070.0,2,3,4
3080.0,1,3,4
3090.0,1,3,4
3100.0,1,3,4
3110.0,1,3,4
3120.0,1,3,4
3130.0,1,3,4
3140.0,1,3,4
3150.0,1,3,4
3160.0,1,3,4
3170.0,1,3,4
3180.0,1,3,4
3190.0,1,3,4
3200.0,1,3,4
3210.0,1,3,4
3220.0,1,3,4
3230.0,1,3,4
3240.0,1,3,4
3250.0,1,3,4
3260.0,1,3,4
3270.0,1,3,4
3280.0,1,3,4
3290.0,1,3,4
3300.0,1,3,4
3310.0,1,3,4
3320.0,1,3,4
3330.0,1,3,4
3340.0,1,3,4
3350.0,1,3,4
3360.0,1,3,4
3370.0,1,3,4
3380.0,1,3,4
3390.0,1,3,4
