t,f,pos,state,final_state,id
43020,0.04936,4,1,fixed,1
43030,0.06486,4,1,fixed,1
43040,0.08582,4,1,fixed,1
43050,0.11638,4,1,fixed,1
43060,0.14654,4,1,fixed,1
43070,0.19418,4,1,fixed,1
43080,0.24942,4,1,fixed,1
43090,0.31786,4,1,fixed,1
43100,0.3843,4,1,fixed,1
43110,0.45698,4,1,fixed,1
43120,0.525,4,1,fixed,1
43130,0.59888,4,1,fixed,1
43140,0.6656,4,1,fixed,1
43150,0.72936,4,1,fixed,1
43160,0.77554,4,1,fixed,1
43170,0.8201,4,1,fixed,1
43180,0.85784,4,1,fixed,1
43190,0.88526,4,1,fixed,1
43200,0.90712,4,1,fixed,1
43210,0.93316,4,1,fixed,1
43220,0.94784,4,1,fixed,1
43230,0.95882,4,1,fixed,1
7370,0.04772,4,-1,fixed,2
7380,0.0518,4,-1,fixed,2
7390,0.05936,4,-1,fixed,2
7400,0.06426,4,-1,fixed,2
7410,0.0647,4,-1,fixed,2
7420,0.06898,4,-1,fixed,2
7430,0.07812,4,-1,fixed,2
7440,0.0814,4,-1,fixed,2
7450,0.09064,4,-1,fixed,2
7460,0.08996,4,-1,fixed,2
7470,0.09388,4,-1,fixed,2
7480,0.10382,4,-1,fixed,2
7490,0.11542,4,-1,fixed,2
7500,0.12362,4,-1,fixed,2
7510,0.13702,4,-1,fixed,2
7520,0.15074,4,-1,fixed,2
7530,0.15534,4,-1,fixed,2
7540,0.1645,4,-1,fixed,2
7550,0.17154,4,-1,fixed,2
7560,0.18466,4,-1,fixed,2
7570,0.20538,4,-1,fixed,2
7580,0.21412,4,-1,fixed,2
7590,0.2285,4,-1,fixed,2
7600,0.25034,4,-1,fixed,2
7610,0.26036,4,-1,fixed,2
7620,0.27064,4,-1,fixed,2
7630,0.29826,4,-1,fixed,2
7640,0.32722,4,-1,fixed,2
7650,0.34636,4,-1,fixed,2
7660,0.37468,4,-1,fixed,2
7670,0.40322,4,-1,fixed,2
7680,0.42982,4,-1,fixed,2
7690,0.44432,4,-1,fixed,2
7700,0.45968,4,-1,fixed,2
7710,0.47978,4,-1,fixed,2
7720,0.51406,4,-1,fixed,2
7730,0.53868,4,-1,fixed,2
7740,0.55514,4,-1,fixed,2
7750,0.55642,4,-1,fixed,2
7760,0.58386,4,-1,fixed,2
7770,0.60036,4,-1,fixed,2
7780,0.61792,4,-1,fixed,2
7790,0.63956,4,-1,fixed,2
7800,0.65596,4,-1,fixed,2
7810,0.67952,4,-1,fixed,2
7820,0.69196,4,-1,fixed,2
7830,0.71806,4,-1,fixed,2
7840,0.73574,4,-1,fixed,2
7850,0.75644,4,-1,fixed,2
7860,0.76448,4,-1,fixed,2
7870,0.7706,4,-1,fixed,2
7880,0.78584,4,-1,fixed,2
7890,0.80332,4,-1,fixed,2
7900,0.82532,4,-1,fixed,2
7910,0.82474,4,-1,fixed,2
7920,0.8353,4,-1,fixed,2
7930,0.84394,4,-1,fixed,2
7940,0.85076,4,-1,fixed,2
7950,0.86044,4,-1,fixed,2
7960,0.87536,4,-1,fixed,2
7970,0.87948,4,-1,fixed,2
7980,0.87992,4,-1,fixed,2
7990,0.8931,4,-1,fixed,2
8000,0.90516,4,-1,fixed,2
8010,0.91664,4,-1,fixed,2
8020,0.92442,4,-1,fixed,2
8030,0.9245,4,-1,fixed,2
8040,0.93206,4,-1,fixed,2
8050,0.93734,4,-1,fixed,2
8060,0.945,4,-1,fixed,2
8070,0.94918,4,-1,fixed,2
8080,0.95654,4,-1,fixed,2
57650,0.0443,10,1,fixed,3
57660,0.08606,10,1,fixed,3
57670,0.14706,10,1,fixed,3
57680,0.2559,10,1,fixed,3
57690,0.41568,10,1,fixed,3
57700,0.58942,10,1,fixed,3
57710,0.74902,10,1,fixed,3
57720,0.86214,10,1,fixed,3
57730,0.92538,10,1,fixed,3
57740,0.96188,10,1,fixed,3
53050,0.04264,10,-1,fixed,4
53060,0.06122,10,-1,fixed,4
53070,0.08238,10,-1,fixed,4
53080,0.10604,10,-1,fixed,4
53090,0.13772,10,-1,fixed,4
53100,0.18156,10,-1,fixed,4
53110,0.2335,10,-1,fixed,4
53120,0.30502,10,-1,fixed,4
53130,0.3633,10,-1,fixed,4
53140,0.43486,10,-1,fixed,4
53150,0.52084,10,-1,fixed,4
53160,0.58534,10,-1,fixed,4
53170,0.65306,10,-1,fixed,4
53180,0.72616,10,-1,fixed,4
53190,0.7818,10,-1,fixed,4
53200,0.82262,10,-1,fixed,4
53210,0.86156,10,-1,fixed,4
53220,0.89576,10,-1,fixed,4
53230,0.92058,10,-1,fixed,4
53240,0.94018,10,-1,fixed,4
53250,0.95126,10,-1,fixed,4
98850,0.04478,11,-1,missing,5
98860,0.05118,11,-1,missing,5
98870,0.0604,11,-1,missing,5
98880,0.06628,11,-1,missing,5
98890,0.07638,11,-1,missing,5
98900,0.08652,11,-1,missing,5
98910,0.10572,11,-1,missing,5
98920,0.11762,11,-1,missing,5
98930,0.1368,11,-1,missing,5
98940,0.14578,11,-1,missing,5
98950,0.1575,11,-1,missing,5
98960,0.16868,11,-1,missing,5
98970,0.1785,11,-1,missing,5
98980,0.18584,11,-1,missing,5
98990,0.20964,11,-1,missing,5
99000,0.22064,11,-1,missing,5
99010,0.23884,11,-1,missing,5
99020,0.26148,11,-1,missing,5
99030,0.27584,11,-1,missing,5
99040,0.28906,11,-1,missing,5
99050,0.31576,11,-1,missing,5
99060,0.3396,11,-1,missing,5
99070,0.3521,11,-1,missing,5
99080,0.36178,11,-1,missing,5
99090,0.38064,11,-1,missing,5
99100,0.40474,11,-1,missing,5
99110,0.43276,11,-1,missing,5
99120,0.4617,11,-1,missing,5
99130,0.48496,11,-1,missing,5
99140,0.49404,11,-1,missing,5
99150,0.52398,11,-1,missing,5
99160,0.54458,11,-1,missing,5
99170,0.56078,11,-1,missing,5
99180,0.57974,11,-1,missing,5
99190,0.59418,11,-1,missing,5
99200,0.61684,11,-1,missing,5
99210,0.63014,11,-1,missing,5
99220,0.64814,11,-1,missing,5
99230,0.66108,11,-1,missing,5
99240,0.66384,11,-1,missing,5
99250,0.68708,11,-1,missing,5
99260,0.7114,11,-1,missing,5
99270,0.72334,11,-1,missing,5
99280,0.73896,11,-1,missing,5
99290,0.76032,11,-1,missing,5
99300,0.77222,11,-1,missing,5
99310,0.7984,11,-1,missing,5
99320,0.81694,11,-1,missing,5
99330,0.83286,11,-1,missing,5
640,0.04178,14,-1,fixed,6
650,0.09426,14,-1,fixed,6
660,0.1943,14,-1,fixed,6
670,0.36404,14,-1,fixed,6
680,0.57486,14,-1,fixed,6
690,0.77032,14,-1,fixed,6
700,0.89312,14,-1,fixed,6
710,0.9531,14,-1,fixed,6
