t,f,pos,state,final_state,id
20720,0.0448,1,-1,lost,1
20730,0.05344,1,-1,lost,1
20740,0.05332,1,-1,lost,1
20750,0.05958,1,-1,lost,1
20760,0.06752,1,-1,lost,1
20770,0.07332,1,-1,lost,1
20780,0.07434,1,-1,lost,1
20790,0.0789,1,-1,lost,1
20800,0.07996,1,-1,lost,1
20810,0.07894,1,-1,lost,1
20820,0.0843,1,-1,lost,1
20830,0.09036,1,-1,lost,1
20840,0.10224,1,-1,lost,1
20850,0.10236,1,-1,lost,1
20860,0.10594,1,-1,lost,1
20870,0.1097,1,-1,lost,1
20880,0.11038,1,-1,lost,1
20890,0.10278,1,-1,lost,1
20900,0.1096,1,-1,lost,1
20910,0.09682,1,-1,lost,1
20920,0.09786,1,-1,lost,1
20930,0.10124,1,-1,lost,1
20940,0.10062,1,-1,lost,1
20950,0.09892,1,-1,lost,1
20960,0.09644,1,-1,lost,1
20970,0.09848,1,-1,lost,1
20980,0.0907,1,-1,lost,1
20990,0.0913,1,-1,lost,1
21000,0.09154,1,-1,lost,1
21010,0.09454,1,-1,lost,1
21020,0.10018,1,-1,lost,1
21030,0.09882,1,-1,lost,1
21040,0.09412,1,-1,lost,1
21050,0.0908,1,-1,lost,1
21060,0.08968,1,-1,lost,1
21070,0.08528,1,-1,lost,1
21080,0.08584,1,-1,lost,1
21090,0.08898,1,-1,lost,1
21100,0.08386,1,-1,lost,1
21110,0.0891,1,-1,lost,1
21120,0.08906,1,-1,lost,1
21130,0.0861,1,-1,lost,1
21140,0.08926,1,-1,lost,1
21150,0.08928,1,-1,lost,1
21160,0.08458,1,-1,lost,1
21170,0.07914,1,-1,lost,1
21180,0.08056,1,-1,lost,1
21190,0.07458,1,-1,lost,1
21200,0.07906,1,-1,lost,1
21210,0.07848,1,-1,lost,1
21220,0.08044,1,-1,lost,1
21230,0.08082,1,-1,lost,1
21240,0.09084,1,-1,lost,1
21250,0.09014,1,-1,lost,1
21260,0.08804,1,-1,lost,1
21270,0.0901,1,-1,lost,1
21280,0.0905,1,-1,lost,1
21290,0.0948,1,-1,lost,1
21300,0.09446,1,-1,lost,1
21310,0.09676,1,-1,lost,1
21320,0.09602,1,-1,lost,1
21330,0.0908,1,-1,lost,1
21340,0.0875,1,-1,lost,1
21350,0.08282,1,-1,lost,1
21360,0.08074,1,-1,lost,1
21370,0.07682,1,-1,lost,1
21380,0.08348,1,-1,lost,1
21390,0.07998,1,-1,lost,1
21400,0.07374,1,-1,lost,1
21410,0.07182,1,-1,lost,1
21420,0.06946,1,-1,lost,1
21430,0.06672,1,-1,lost,1
21440,0.06556,1,-1,lost,1
21450,0.06354,1,-1,lost,1
21460,0.0635,1,-1,lost,1
21470,0.06112,1,-1,lost,1
21480,0.06016,1,-1,lost,1
21490,0.05834,1,-1,lost,1
21500,0.05694,1,-1,lost,1
21510,0.05392,1,-1,lost,1
21520,0.05546,1,-1,lost,1
21530,0.05474,1,-1,lost,1
21540,0.05364,1,-1,lost,1
21550,0.05552,1,-1,lost,1
21560,0.04932,1,-1,lost,1
107870,0.04864,1,-1,lost,2
107880,0.05384,1,-1,lost,2
107890,0.05654,1,-1,lost,2
107900,0.06758,1,-1,lost,2
107910,0.07644,1,-1,lost,2
107920,0.08284,1,-1,lost,2
107930,0.09924,1,-1,lost,2
107940,0.11826,1,-1,lost,2
107950,0.14146,1,-1,lost,2
107960,0.15886,1,-1,lost,2
107970,0.18472,1,-1,lost,2
107980,0.18838,1,-1,lost,2
107990,0.2167843137254902,1,-1,lost,2
108000,0.23852,1,-1,lost,2
108010,0.27102,1,-1,lost,2
108020,0.30816,1,-1,lost,2
108030,0.3421,1,-1,lost,2
108040,0.38036,1,-1,lost,2
108050,0.4122,1,-1,lost,2
108060,0.4481,1,-1,lost,2
108070,0.47634,1,-1,lost,2
108080,0.49446,1,-1,lost,2
108090,0.51466,1,-1,lost,2
108100,0.52122,1,-1,lost,2
108110,0.53322,1,-1,lost,2
108120,0.53588,1,-1,lost,2
108130,0.54482,1,-1,lost,2
108140,0.5478,1,-1,lost,2
108150,0.53992,1,-1,lost,2
108160,0.5433,1,-1,lost,2
108170,0.54366,1,-1,lost,2
108180,0.5399,1,-1,lost,2
108190,0.53846,1,-1,lost,2
108200,0.53766,1,-1,lost,2
108210,0.54532,1,-1,lost,2
108220,0.53398,1,-1,lost,2
108230,0.53408,1,-1,lost,2
108240,0.5308,1,-1,lost,2
108250,0.51986,1,-1,lost,2
108260,0.51972,1,-1,lost,2
108270,0.51884,1,-1,lost,2
108280,0.51942,1,-1,lost,2
108290,0.52186,1,-1,lost,2
108300,0.5337,1,-1,lost,2
108310,0.52336,1,-1,lost,2
108320,0.52126,1,-1,lost,2
108330,0.51444,1,-1,lost,2
108340,0.51282,1,-1,lost,2
108350,0.5259,1,-1,lost,2
108360,0.52416,1,-1,lost,2
108370,0.52316,1,-1,lost,2
108380,0.5287,1,-1,lost,2
108390,0.5241,1,-1,lost,2
108400,0.5232,1,-1,lost,2
108410,0.52684,1,-1,lost,2
108420,0.52492,1,-1,lost,2
108430,0.5109,1,-1,lost,2
108440,0.52128,1,-1,lost,2
108450,0.54154,1,-1,lost,2
108460,0.53592,1,-1,lost,2
108470,0.53436,1,-1,lost,2
108480,0.53362,1,-1,lost,2
108490,0.52562,1,-1,lost,2
108500,0.51396,1,-1,lost,2
108510,0.5231,1,-1,lost,2
108520,0.52188,1,-1,lost,2
108530,0.52806,1,-1,lost,2
108540,0.52556,1,-1,lost,2
108550,0.53076,1,-1,lost,2
108560,0.52278,1,-1,lost,2
108570,0.51466,1,-1,lost,2
108580,0.50316,1,-1,lost,2
108590,0.4982,1,-1,lost,2
108600,0.5019,1,-1,lost,2
108610,0.50106,1,-1,lost,2
108620,0.50716,1,-1,lost,2
108630,0.50444,1,-1,lost,2
108640,0.50434,1,-1,lost,2
108650,0.51258,1,-1,lost,2
108660,0.5071,1,-1,lost,2
108670,0.5122,1,-1,lost,2
108680,0.50814,1,-1,lost,2
108690,0.51246,1,-1,lost,2
