t,varpos_strict,polymorphism,n_genotypes
87.84016771411115,1,0.029497421631999997,2558
88.84016771411115,1,0.028746126400000002,2347
89.84016771411115,1,0.028272811655999996,2372
90.84016771411115,1,0.0277640618,2228
91.84016771411115,1,0.027419046928,2213
92.84016771411115,1,0.027117780104,2190
93.84016771411115,1,0.026754740343999998,2151
94.84016771411115,1,0.026697032176,2312
95.84016771411115,1,0.026548638984000002,2092
96.84016771411115,1,0.026498208104000002,2144
97.84016771411115,1,0.02648887604,2041
98.84016771411115,1,0.026548819512000003,2033
99.84016771411115,1,0.026680329416000004,2030
100.84016771411115,1,0.026747552399999996,2036
101.84016771411115,1,0.026887711792000002,2014
102.84016771411115,1,0.026916916544,1996
103.84016771411115,1,0.027160952904,2107
104.84016771411115,1,0.027235151815999992,2009
105.84016771411115,1,0.027539926488,2077
106.84016771411115,1,0.027827206192000006,1997
107.84016771411115,1,0.027986526216,2013
108.84016771411115,1,0.028120756743999994,2066
109.84016771411115,1,0.028275754824,1996
110.84016771411115,1,0.028651263344000002,2123
111.84016771411115,1,0.028833421288000004,2010
112.84016771411115,1,0.029236265912,2054
113.84016771411115,1,0.029447551632000003,2062
114.84016771411115,1,0.029615164992,2081
115.84016771411115,1,0.029924347464000002,2247
116.84016771411115,1,0.030157540199999996,2111
117.84016771411115,1,0.03038002824,2146
118.84016771411115,1,0.030526603144,2107
119.84016771411115,1,0.030729548328,2123
120.84016771411115,1,0.031114793648000003,2323
121.84016771411115,1,0.031272488504,2169
122.84016771411115,1,0.03151293788,2277
123.84016771411115,1,0.03163315368,2179
124.84016771411115,1,0.0317042136,2209
125.84016771411115,1,0.03192878896,2244
126.84016771411115,1,0.032005777736,2257
127.84016771411115,1,0.03218816422399999,2462
128.84016771411115,1,0.032407790024,2290
129.84016771411115,1,0.032504583944,2333
130.84016771411115,1,0.032889039216000004,2302
131.84016771411115,1,0.032988255392,2330
132.84016771411115,1,0.033284790264000004,2493
133.84016771411115,1,0.033634213632000004,2321
134.84016771411115,1,0.034056838256,2437
