t,varpos_strict,polymorphism,n_genotypes
27.777500002777742,3,0.037026423904,4109
28.777500002777742,3,0.037261348135999996,4205
29.777500002777742,3,0.03745218856,4181
30.777500002777742,3,0.037591266272000004,4006
31.777500002777742,3,0.037446551503999996,4097
32.77750000277774,3,0.037267425656000004,4055
33.77750000277774,3,0.036957194984000005,3830
34.77750000277774,3,0.036403004360000005,3754
35.77750000277774,3,0.035989219832000006,4022
36.77750000277774,3,0.035424890584,3870
37.77750000277774,3,0.035159396752,3779
38.77750000277774,3,0.034827931544000004,3737
39.77750000277774,3,0.034362250744,4097
40.77750000277774,3,0.034266082344,3744
41.77750000277774,3,0.034290181688,3772
42.77750000277774,4,0.034881043529411765,3773
43.77750000277774,4,0.035144323559999996,3806
44.77750000277774,4,0.035504311967999996,4211
45.77750000277774,4,0.036046948912,3870
46.77750000277774,4,0.03662779521599999,3900
47.77750000277774,4,0.037280665592,3950
48.77750000277774,4,0.038205060455999994,4377
49.77750000277774,4,0.038967273184,4034
50.77750000277774,4,0.040083174408,4216
51.77750000277774,4,0.04124278378400001,4337
52.77750000277774,4,0.042296644079999994,4137
53.77750000277774,4,0.043340366296,4413
54.77750000277774,4,0.044251713032,4335
55.77750000277774,4,0.044862946416000006,4213
56.77750000277774,4,0.045390960736,4702
57.77750000277774,5,0.045420146805074973,4703
58.77750000277774,5,0.04595193424,4349
59.77750000277774,5,0.04634692792799999,4288
60.77750000277774,5,0.047001128416,4750
61.77750000277774,5,0.04683054639999999,4321
62.77750000277774,5,0.046925920792,4317
63.77750000277774,5,0.047032741328,4815
64.77750000277774,5,0.04721563012,4344
65.77750000277774,5,0.047601294192,4389
66.77750000277774,5,0.047935914688,4557
67.77750000277774,5,0.048204136632,4366
68.77750000277774,5,0.0483413584,4784
69.77750000277774,5,0.0488915326,4463
70.77750000277774,5,0.04950623457599999,4388
71.77750000277774,6,0.048968237770088435,4389
72.77750000277774,6,0.049298546423999993,4901
73.77750000277774,6,0.04958258429599999,4495
74.77750000277774,6,0.049734556376,4612
75.77750000277774,6,0.049430866232,4750
76.77750000277774,6,0.049157476183999994,4390
77.77750000277774,7,0.04871804323721646,4391
78.77750000277774,8,0.048971794503962274,4392
79.77750000277774,8,0.048905770384,4407
80.77750000277774,8,0.04839067816,4565
81.77750000277774,8,0.047995604176000004,4210
82.77750000277774,8,0.04760732498399999,4246
83.77750000277774,8,0.04734399624,4376
84.77750000277774,8,0.047079048928,4031
85.77750000277774,8,0.046850268471999995,4237
86.77750000277774,8,0.046685772823999994,4229
87.77750000277774,8,0.046285029616000006,3968
88.77750000277774,8,0.045917969088,4053
89.77750000277774,8,0.04567966692,3993
90.77750000277774,8,0.045676728416000005,3703
91.77750000277774,8,0.045666236144,3641
92.77750000277774,8,0.045796908927999994,3990
93.77750000277774,8,0.04600274342400001,3678
94.77750000277774,8,0.046297844528,3593
95.77750000277774,8,0.046682149608,3979
96.77750000277774,8,0.04718491693600001,3738
97.77750000277774,8,0.04763693285600001,3683
98.77750000277774,8,0.048186843408,3713
99.77750000277774,8,0.048625400135999995,4157
100.77750000277774,8,0.049203005423999996,3886
101.77750000277774,8,0.04965646413599999,4062
102.77750000277774,8,0.050290906656,4093
103.77750000277774,8,0.050992312607999996,4078
104.77750000277774,8,0.051417154943999996,4098
105.77750000277774,8,0.05188714455200001,4538
106.77750000277774,8,0.052377898424,4166
107.77750000277774,9,0.053131198023836985,4167
108.77750000277774,9,0.053763844511999996,4328
109.77750000277774,9,0.05477146145600001,4532
110.77750000277774,9,0.05569210152,4399
111.77750000277774,9,0.056488174704000006,4961
112.77750000277774,9,0.057343292816,4564
113.77750000277774,9,0.05826858912,4679
114.77750000277774,9,0.059361198456000006,4860
115.77750000277774,9,0.06054874598400001,4713
116.77750000277774,9,0.061637729752,5206
117.77750000277774,9,0.062640110584,4821
118.77750000277774,9,0.06372388890399999,4706
119.77750000277774,9,0.06451976474400001,5206
120.77750000277774,9,0.065181457016,4763
121.77750000277774,9,0.06543603130400001,4702
122.77750000277774,9,0.06569893317600001,5216
123.77750000277774,9,0.065576043704,4751
124.77750000277774,9,0.06568032439999999,4714
125.77750000277774,9,0.065502752152,5258
126.77750000277774,11,0.0654180397522557,5260
127.77750000277774,11,0.06511811482400001,4745
128.77750000277774,11,0.06499799521600001,4671
129.77750000277774,11,0.06476986511999999,5083
130.77750000277774,11,0.064513571632,4730
131.77750000277774,11,0.064479297464,4649
132.77750000277774,11,0.064497859544,5100
133.77750000277774,11,0.06474379761599999,4612
134.77750000277774,11,0.06480150208,4591
135.77750000277774,11,0.064355813184,4990
136.77750000277774,11,0.064557774232,4477
137.77750000277774,11,0.064657642736,4388
138.77750000277774,11,0.064872392976,4728
139.77750000277774,11,0.06513326941599999,4266
140.77750000277774,11,0.06553052949600001,4082
141.77750000277774,11,0.065671037648,4335
142.77750000277774,12,0.06616288893502499,4336
143.77750000277774,12,0.066663454216,4172
144.77750000277774,12,0.067254638064,4023
145.77750000277774,13,0.06697600736639754,4024
146.77750000277774,13,0.067468813248,4120
147.77750000277774,13,0.067879254896,4224
148.77750000277774,13,0.06833846792800001,3881
149.77750000277774,13,0.06885688662400001,3912
150.77750000277774,13,0.06930232080000001,4080
151.77750000277774,13,0.069769441512,3859
152.77750000277774,13,0.069874213592,3821
153.77750000277774,13,0.069675134184,4129
154.77750000277774,14,0.07031731467128027,4130
155.77750000277774,14,0.070300123568,3803
156.77750000277774,15,0.07022198728181468,3804
157.77750000277774,15,0.070093782744,3562
158.77750000277774,15,0.070123762456,3625
159.77750000277774,15,0.07017478372,4009
160.77750000277774,15,0.0704035494,3644
161.77750000277774,15,0.070775723528,3550
162.77750000277774,15,0.07145115887200001,3772
163.77750000277774,15,0.07217394515200001,3592
164.77750000277774,15,0.073207032008,3488
165.77750000277774,13,0.07422529588,3652
166.77750000277774,13,0.07536302180000001,3620
167.77750000277774,15,0.076217785784,3471
168.77750000277774,15,0.0773564836,3659
169.77750000277774,16,0.07679628181468666,3660
170.77750000277774,14,0.077486424416,3620
171.77750000277774,14,0.078301890312,3437
172.77750000277774,14,0.07868662956,3561
173.77750000277774,14,0.07935775991999999,3644
174.77750000277774,14,0.080035232312,3487
175.77750000277774,14,0.08040807015200001,3839
176.77750000277774,14,0.08077785043199999,3629
177.77750000277774,14,0.08106617399199999,3520
178.77750000277774,14,0.08124970358400001,3880
179.77750000277774,15,0.08059056476739716,3881
180.77750000277774,15,0.08025547899199999,3620
181.77750000277774,15,0.08015362484800001,3612
182.77750000277774,17,0.0808432452043923,3614
183.77750000277774,17,0.08068862891999999,3957
184.77750000277774,17,0.08037923541600002,3765
185.77750000277774,17,0.080271487784,3704
186.77750000277774,17,0.080432629136,3756
187.77750000277774,17,0.081121746184,4161
188.77750000277774,17,0.08131470256000001,3777
189.77750000277774,18,0.08200079830834295,3778
190.77750000277774,18,0.08280386323200001,3769
191.77750000277774,19,0.08195348638216071,3770
192.77750000277774,19,0.08282859742399999,3743
193.77750000277774,19,0.083262954888,4170
194.77750000277774,19,0.08333550112799999,3758
195.77750000277774,19,0.083327444784,3698
196.77750000277774,19,0.08350412560800001,3705
197.77750000277774,19,0.08311238123999999,3965
198.77750000277774,18,0.0823426092,3614
199.77750000277774,18,0.08119536530400001,3441
200.77750000277774,18,0.08070308925599999,3582
201.77750000277774,18,0.079764155128,3518
202.77750000277774,18,0.079258080584,3307
203.77750000277774,18,0.078607358832,3449
204.77750000277774,18,0.078330784832,3425
205.77750000277774,18,0.078304251496,3262
206.77750000277774,18,0.07881676860799999,3490
207.77750000277774,18,0.079437576896,3426
208.77750000277774,18,0.080956176616,3475
209.77750000277774,19,0.08070290716647444,3476
210.77750000277774,20,0.07976298455138289,3477
211.77750000277774,20,0.08049427558399999,3928
212.77750000277774,20,0.08104220424000001,3603
213.77750000277774,20,0.081713298232,3596
214.77750000277774,20,0.081938155904,4067
215.77750000277774,20,0.08202437530399999,3716
216.77750000277774,20,0.08193378344800001,3736
217.77750000277774,20,0.08179571636,3736
218.77750000277774,20,0.08129374655999999,4096
219.77750000277774,20,0.080315838104,3720
220.77750000277774,20,0.07920069907200002,3600
221.77750000277774,20,0.07805404035199999,3837
222.77750000277774,20,0.07693900404800001,3710
223.77750000277774,20,0.075452026632,3667
224.77750000277774,20,0.073764469288,3661
225.77750000277774,20,0.07266550004,4109
226.77750000277774,20,0.071539795808,3764
227.77750000277774,20,0.070705607752,3754
228.77750000277774,20,0.069691180544,3741
229.77750000277774,21,0.07248882405228757,3742
230.77750000277774,22,0.07373636886768035,3743
231.77750000277774,22,0.07417354054400001,4179
232.77750000277774,22,0.07523497007199999,3860
233.77750000277774,22,0.076710010928,3810
234.77750000277774,22,0.07846914247199999,3860
235.77750000277774,22,0.08082821977600001,4304
236.77750000277774,22,0.08328406892000001,3920
237.77750000277774,22,0.086191185328,3896
238.77750000277774,23,0.08648476867358706,3897
239.77750000277774,23,0.08897242760799999,3894
240.77750000277774,23,0.09069684823999999,4338
241.77750000277774,23,0.09148506150400001,3892
242.77750000277774,23,0.09094042492,3812
243.77750000277774,23,0.08926156538400001,3704
244.77750000277774,23,0.08625937024000002,3947
245.77750000277774,23,0.082517628176,3713
246.77750000277774,24,0.08264051920030757,3714
247.77750000277774,24,0.078043181256,3353
248.77750000277774,24,0.07393238353600001,3340
249.77750000277774,24,0.06976982356,3506
250.77750000277774,24,0.066873210784,3200
251.77750000277774,24,0.06408739156,3147
252.77750000277774,24,0.0619716402,3240
253.77750000277774,24,0.06058436300799999,3171
254.77750000277774,24,0.05980358722400001,3001
255.77750000277774,24,0.058862781584000004,3164
256.77750000277774,24,0.05838500460799999,3173
257.77750000277774,24,0.057903498575999995,3059
258.77750000277774,26,0.05690143132480467,3061
259.77750000277774,26,0.05547023810400001,3186
260.77750000277774,26,0.05427742952,3279
261.77750000277774,26,0.05313952348800001,3084
262.77750000277774,26,0.051856758432,3198
263.77750000277774,26,0.050281058512,3310
264.77750000277774,26,0.048881261255999994,3073
265.77750000277774,27,0.04878739451749326,3074
266.77750000277774,27,0.047295176048,3143
267.77750000277774,27,0.046191690576,3278
268.77750000277774,27,0.0453822836,3056
269.77750000277774,27,0.044675155688,3077
270.77750000277774,27,0.043978267439999996,3242
271.77750000277774,27,0.043918800519999995,2918
272.77750000277774,27,0.043743917432000005,2799
273.77750000277774,28,0.04353566073817761,2800
274.77750000277774,28,0.042933343767999996,3010
275.77750000277774,28,0.042154383575999994,2945
276.77750000277774,27,0.04126644819199999,2772
277.77750000277774,28,0.04085833159554017,2773
278.77750000277774,28,0.039662353632,2751
279.77750000277774,27,0.038322157288,2931
280.77750000277774,27,0.037040547464,2747
281.77750000277774,27,0.03547725934399999,2677
